  11	2710	4330	1	1
  11	2780	4310	1	1
  11	3230	4130	1	1
  11	3150	4120	1	1
  11	2430	4490	1	1
  11	2910	4290	1	1
  11	2630	4420	1	1
  11	2790	4300	1	1
  11	3380	3990	1	1
  11	3390	4010	1	1
  11	2290	4550	1	1
  11	2530	4400	1	1
  11	2500	4480	1	1
  11	2440	4490	1	1
  11	3230	4100	1	1
  11	3260	4170	1	1
  11	2880	4230	1	1
  11	2970	4280	1	1
  11	3110	4140	1	1
  11	3340	4020	1	1
  11	2680	4330	1	1
  11	2940	4290	1	1
  11	2840	4370	1	1
  11	2600	4420	1	1
  11	2800	4280	1	1
  11	2760	4340	1	1
  11	2460	4470	1	1
  11	3320	4110	1	1
  11	2910	4250	1	1
  11	2580	4440	1	1
  11	3190	4110	1	1
  11	2830	4360	1	1
  11	2700	4430	1	1
  11	3320	4140	1	1
  11	2620	4440	1	1
  11	2580	4490	1	1
  11	3080	4140	1	1
  11	2830	4250	1	1
  11	3140	4190	1	1
  11	2990	4270	1	1
  11	2500	4500	1	1
  11	3370	4040	1	1
  11	2560	4440	1	1
  11	2570	4400	1	1
  11	2700	4400	1	1
  11	3000	4210	1	1
  11	3020	4230	1	1
  11	3150	4110	1	1
  11	2870	4230	1	1
  11	3370	4010	1	1
  11	1650	4000	3	3
  11	1930	3420	3	3
  11	 180	2930	3	3
  11	2380	3320	3	3
  11	 930	1610	3	3
  11	3320	3460	3	3
  11	2300	3180	3	3
  11	 260	4360	3	3
  11	1610	3770	3	3
  11	1030	4400	3	3
  11	 560	3780	3	3
  11	3310	3780	3	3
  11	1650	 300	3	3
  11	2090	3340	3	3
  11	2300	3620	3	3
  11	 410	2350	3	3
  11	2400	3590	3	3
  11	2050	3670	3	3
  11	3040	2710	3	3
  11	1090	1350	3	3
  11	 520	3740	3	3
  11	 200	3140	3	3
  11	3320	3470	3	3
  11	2100	3340	3	3
  11	3240	3160	3	3
  11	1020	4400	3	3
  11	3210	2570	3	3
  11	3050	3950	3	3
  11	 240	4370	3	3
  11	1310	4170	3	3
  11	3230	2540	3	3
  11	1660	4000	3	3
  11	 110	2930	3	3
  11	 530	3740	3	3
  11	 530	3750	3	3
  11	 570	3780	3	3
  11	1810	3750	3	3
  11	2460	3380	3	3
  11	 660	2280	3	3
  11	3250	2290	2	2
  11	2210	 440	2	2
  11	1340	2630	2	2
  11	2020	1930	2	2
  11	1330	2660	2	2
  11	2160	2310	2	2
  11	1650	2360	2	2
  11	2350	2160	2	2
  11	 370	 680	2	2
  11	1790	 130	2	2
  11	2370	2450	2	2
  11	2470	 400	2	2
  11	3110	 100	2	2
  11	3370	1610	2	2
  11	1420	 530	2	2
  11	1260	1140	2	2
  11	3110	 290	2	2
  11	1320	2540	2	2
  11	2460	 440	2	2
  11	3260	1340	2	2
  11	1290	3470	2	2
  11	2220	2460	2	2
  11	2640	1470	2	2
  11	1240	2770	2	2
  11	1950	1940	2	2
  11	2480	 670	2	2
  11	2120	1930	2	2
  11	1870	 960	2	2
  11	1220	3590	2	2
  11	2370	1680	2	2
  11	 930	3820	2	2
  11	2040	1360	2	2
  11	2920	1750	2	2
  11	2660	 930	2	2
  11	1550	 950	2	2
  11	2710	1930	2	2
  11	1780	 440	2	2
  11	1130	 790	2	2
  11	  40	 960	2	2
  11	1280	3170	2	2
  11	2660	1800	2	2
  11	 750	 340	2	2
  11	1450	 840	2	2
  11	2450	1670	2	2
  11	1900	1170	2	2
  11	1600	2590	2	2
  11	3360	4100	1	1
  11	2960	4270	1	1
  11	2660	4460	1	1
  11	3080	4250	1	1
  11	3330	4020	1	1
  11	2680	4390	1	1
  11	3030	4220	1	1
  11	3000	4200	1	1
  11	3190	4160	1	1
  11	3340	4070	1	1
  11	3250	4100	1	1
  11	3240	4090	1	1
  11	2770	4370	1	1
  11	2400	4470	1	1
  11	2910	4220	1	1
  11	2490	4510	1	1
  11	3060	4160	1	1
  11	3360	4000	1	1
  11	2930	4210	1	1
  11	2930	4290	1	1
  11	2490	4420	1	1
  11	3310	4030	1	1
  11	3180	4100	1	1
  11	3320	4040	1	1
  11	2770	4390	1	1
  11	2920	4320	1	1
  11	3070	4250	1	1
  11	2570	4390	1	1
  11	2750	4290	1	1
  11	2230	4550	1	1
  11	2400	4550	1	1
  11	3370	4100	1	1
  11	2400	4510	1	1
  11	2940	4270	1	1
  11	3160	4210	1	1
  11	3400	4020	1	1
  11	2390	4550	1	1
  11	3190	4170	1	1
  11	2850	4260	1	1
  11	2800	4380	1	1
  11	2590	4390	1	1
  11	2470	4480	1	1
  11	3330	4130	1	1
  11	2950	4200	1	1
  11	3400	4010	1	1
  11	2780	4290	1	1
  11	2840	4280	1	1
  11	2520	4470	1	1
  11	2970	4220	1	1
  11	3220	3150	3	3
  11	1240	1520	3	3
  11	1290	4160	3	3
  11	2870	2820	3	3
  11	1750	3840	3	3
  11	1540	4010	3	3
  11	1660	 290	3	3
  11	 480	2440	3	3
  11	1700	3070	3	3
  11	2870	2810	3	3
  11	1660	 310	3	3
  11	 290	4360	3	3
  11	1650	 280	3	3
  11	1620	3770	3	3
  11	2950	2840	3	3
  11	3230	2550	3	3
  11	1660	 300	3	3
  11	1030	4390	3	3
  11	3240	2540	3	3
  11	1530	4030	3	3
  11	3260	3410	3	3
  11	1660	 320	3	3
  11	 210	3240	3	3
  11	 270	4360	3	3
  11	3310	3460	3	3
  11	 530	3760	3	3
  11	1550	4010	3	3
  11	 550	3770	3	3
  11	1540	4020	3	3
  11	1750	4540	3	3
  11	1750	4550	3	3
